"10004234" "Male" "other" 0.9662 . . 23.3534 . . . . . . . . 43.3372 . . . . . . . . . . . . . . . . . 13 . . . . . . . . 81 . . . . . . . . 403 . . . . . . . .
"10004265" "Female" "Black" 0.0388 "relative" 10 25.8854 37.5713 64.1747 63.9832 68.0793 75.2594 97.1854 99.3615 112.465 44.4639 60.3495 66.4013 101.469 101.1973 112.3063 111.1853 138.6938 145.6677 . 33.0656 30.9535 40.325 49.3548 56.2743 62.4643 72.5497 85.6664 15 16 16 17 6.5414 6.0807 6.2912 7.3141 6.5931 75 75 92 97 83 90 74 59 85 403 419 462 476 462 476 462 448 489
"10004267" "Male" "White" -0.795 "center" 31 27.7779 53.1504 . 69.9733 . 96.0116999999999 . . . 48.044 61.0389 . 86.2828 . 107.4707 . . . . 38.3888 . 39.3377 . 51.3285 . . . 16 15 . 16 . 5.7002 . . . 71 87 . 76 . 85 . . . 403 448 . 448 . 470 . . .
"10004324" "Male" "White" -0.844 "center" 31 48.6789 57.9638 . 83.9739 . . . . . 60.2163 69.0664 . 88.6016 . . . . . . 44.3051 . 53.391 . . . . . 14 15 . 6 . . . . . 108 90 . 88 . . . . . 470 448 . 462 . . . . .
"10004346" "Female" "Black" -1.02 "center" 38 51.3557 59.2894 . . . . . . . 65.9111 75.3013 . . . . . . . . 37.1619 . . . . . . . 14 15 . . . . . . . 112 104 . . . . . . . 483 476 . . . . . . .
"10004377" "Male" "White" -0.819 "center" . 40.1554 49.2218 . 79.8098 . . . . . 54.321 66.5373 . 109.2469 . . . . . . 42.0706 . 56.066 . . . . . 17 15 . 17 . . . . . 102 72 . 100 . . . . . 448 403 . 476 . . . . .
"10004389" "Female" "White" 0.8692 "center" . 36.5645 49.2975 . 65.7409 . . . . . 55.3893 69.3663 . 108.9699 . . . . . . 30.2134 . 36.4004 . . . . . 16 15 . 15 . . . . . 74 89 . 97 . . . . . 403 448 . 476 . . . . .
"10004399" "Male" "White" 2.011 "center" 25 35.3606 39.7409 . . . . . . . 51.8895 72.5813 . . . . . . . . 39.1203 . . . . . . . 6 6 . . . . . . . 88 79 . . . . . . . 426 419 . . . . . . .
"10004591" "Female" "Black" . . 38 20.2611 24.3831 . 32.3922 . 50.1713 53.3984 60.0474 . 40.9295 49.2238 . 57.0457 . 70.2126 82.0536 94.5339 . . 19.4318 . 19.2223 . 33.33 23.3826 32.2639 . 8 13 . 17 . 2.375 2.125 3.25 . 80 75 . 64 . 44 35 46 . 403 403 . 410 . 403 403 426 .
"10004733" "Female" "Hispanic" -0.662 "none" 17 28.3632 52.5753 . . . . . . . 49.649 71.3933 . . . . . . . . 31.6254 . . . . . . . 15 15 . . . . . . . 74 99 . . . . . . . 403 470 . . . . . . .
